80 and up,75 - 79,70 - 74,65 - 69,60 - 64,55 - 59,50 - 54,45 - 49,40 - 44,35 - 39,30 - 34,25 - 29,20 - 24,15 - 19,10 - 14,5 - 9,0 - 4
0.015666006,0.014681544,0.020799846,0.025557823,0.033883539,0.044843055,0.050980812,0.059586949,0.066409696,0.070678427,0.072752538,0.080896946,0.089268026,0.087628671,0.085697001,0.08782007,0.092849052
